0    [main] WARN  com.commsen.stopwatch.Stopwatch  - Properties file stopwatch-engine.properties not found on classpath! Properties not set!
6340 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 41 (loser)
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 12 [Tank: blue] [Team: 0] [Points: 41] [Status: loser] [Kills: 8] [Deaths: 8] [Missiles Fired: 75] [Energy Used:680]
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 48 (loser)
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 12 [Tank: purple] [Team: 1] [Points: 48] [Status: loser] [Kills: 5] [Deaths: 2] [Missiles Fired: 47] [Energy Used:180]
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -41 (loser)
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 12 [Tank: yellow] [Team: 0] [Points: -41] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 0] [Energy Used:700]
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 51 (winner)
1215520 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 12 [Tank: green] [Team: 1] [Points: 51] [Status: winner] [Kills: 4] [Deaths: 1] [Missiles Fired: 45] [Energy Used:440]
1224188 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1224188 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 11 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 5] [Deaths: 1] [Missiles Fired: 46] [Energy Used:220]
1224188 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 15 (loser)
1224189 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 11 [Tank: purple] [Team: 1] [Points: 15] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 13] [Energy Used:280]
1224189 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -32 (loser)
1224189 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 11 [Tank: yellow] [Team: 0] [Points: -32] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 0] [Energy Used:20]
1224189 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 8 (loser)
1224189 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 11 [Tank: green] [Team: 1] [Points: 8] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 10] [Energy Used:200]
1227729 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
1227730 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 10 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 6] [Deaths: 0] [Missiles Fired: 29] [Energy Used:0]
1227730 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: -3 (loser)
1227730 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 10 [Tank: purple] [Team: 1] [Points: -3] [Status: loser] [Kills: 0] [Deaths: 1] [Missiles Fired: 3] [Energy Used:20]
1227730 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -20 (loser)
1227730 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 10 [Tank: yellow] [Team: 0] [Points: -20] [Status: loser] [Kills: 0] [Deaths: 4] [Missiles Fired: 0] [Energy Used:20]
1227730 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -5 (loser)
1227730 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 10 [Tank: green] [Team: 1] [Points: -5] [Status: loser] [Kills: 0] [Deaths: 1] [Missiles Fired: 0] [Energy Used:80]
1232118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 52 (winner)
1232118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 9 [Tank: blue] [Team: 0] [Points: 52] [Status: winner] [Kills: 6] [Deaths: 0] [Missiles Fired: 25] [Energy Used:0]
1232118 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: -5 (loser)
1232119 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 9 [Tank: purple] [Team: 1] [Points: -5] [Status: loser] [Kills: 0] [Deaths: 2] [Missiles Fired: 17] [Energy Used:0]
1232119 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -19 (loser)
1232119 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 9 [Tank: yellow] [Team: 0] [Points: -19] [Status: loser] [Kills: 1] [Deaths: 5] [Missiles Fired: 1] [Energy Used:860]
1232119 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 4 (loser)
1232119 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 9 [Tank: green] [Team: 1] [Points: 4] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 3] [Energy Used:320]
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 54 (winner)
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 8 [Tank: blue] [Team: 0] [Points: 54] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 63] [Energy Used:480]
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 29 (loser)
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 8 [Tank: purple] [Team: 1] [Points: 29] [Status: loser] [Kills: 3] [Deaths: 1] [Missiles Fired: 28] [Energy Used:160]
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -22 (loser)
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 8 [Tank: yellow] [Team: 0] [Points: -22] [Status: loser] [Kills: 1] [Deaths: 6] [Missiles Fired: 3] [Energy Used:60]
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 3 (loser)
1251019 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 8 [Tank: green] [Team: 1] [Points: 3] [Status: loser] [Kills: 0] [Deaths: 2] [Missiles Fired: 12] [Energy Used:240]
1264010 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 53 (winner)
1264010 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 7 [Tank: blue] [Team: 0] [Points: 53] [Status: winner] [Kills: 8] [Deaths: 3] [Missiles Fired: 51] [Energy Used:180]
1264010 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 18 (loser)
1264011 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 7 [Tank: purple] [Team: 1] [Points: 18] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 13] [Energy Used:160]
1264011 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -32 (loser)
1264011 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 7 [Tank: yellow] [Team: 0] [Points: -32] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 1] [Energy Used:200]
1264011 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 30 (loser)
1264011 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 7 [Tank: green] [Team: 1] [Points: 30] [Status: loser] [Kills: 4] [Deaths: 3] [Missiles Fired: 32] [Energy Used:320]
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 54 (winner)
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 6 [Tank: blue] [Team: 0] [Points: 54] [Status: winner] [Kills: 8] [Deaths: 4] [Missiles Fired: 60] [Energy Used:60]
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 36 (loser)
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 6 [Tank: purple] [Team: 1] [Points: 36] [Status: loser] [Kills: 6] [Deaths: 4] [Missiles Fired: 25] [Energy Used:280]
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -41 (loser)
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 6 [Tank: yellow] [Team: 0] [Points: -41] [Status: loser] [Kills: 0] [Deaths: 8] [Missiles Fired: 0] [Energy Used:220]
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 26 (loser)
1278463 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 6 [Tank: green] [Team: 1] [Points: 26] [Status: loser] [Kills: 3] [Deaths: 1] [Missiles Fired: 23] [Energy Used:0]
1293738 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
1293739 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 5 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 6] [Deaths: 1] [Missiles Fired: 44] [Energy Used:100]
1293739 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 23 (loser)
1293739 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 5 [Tank: purple] [Team: 1] [Points: 23] [Status: loser] [Kills: 3] [Deaths: 1] [Missiles Fired: 19] [Energy Used:80]
1293739 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -40 (loser)
1293739 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 5 [Tank: yellow] [Team: 0] [Points: -40] [Status: loser] [Kills: 1] [Deaths: 9] [Missiles Fired: 3] [Energy Used:60]
1293739 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 19 (loser)
1293739 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 5 [Tank: green] [Team: 1] [Points: 19] [Status: loser] [Kills: 4] [Deaths: 3] [Missiles Fired: 16] [Energy Used:0]
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 4 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 7] [Deaths: 2] [Missiles Fired: 21] [Energy Used:0]
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 9 (loser)
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 4 [Tank: purple] [Team: 1] [Points: 9] [Status: loser] [Kills: 2] [Deaths: 1] [Missiles Fired: 3] [Energy Used:0]
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -28 (loser)
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 4 [Tank: yellow] [Team: 0] [Points: -28] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 1] [Energy Used:0]
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 8 (loser)
1299668 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 4 [Tank: green] [Team: 1] [Points: 8] [Status: loser] [Kills: 2] [Deaths: 2] [Missiles Fired: 7] [Energy Used:0]
1307549 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
1307549 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 3 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 5] [Deaths: 0] [Missiles Fired: 33] [Energy Used:20]
1307549 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 2 (loser)
1307549 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 3 [Tank: purple] [Team: 1] [Points: 2] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 7] [Energy Used:40]
1307549 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -29 (loser)
1307549 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 3 [Tank: yellow] [Team: 0] [Points: -29] [Status: loser] [Kills: 0] [Deaths: 6] [Missiles Fired: 1] [Energy Used:100]
1307550 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 8 (loser)
1307550 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 3 [Tank: green] [Team: 1] [Points: 8] [Status: loser] [Kills: 1] [Deaths: 0] [Missiles Fired: 3] [Energy Used:0]
1315337 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 51 (winner)
1315337 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 2 [Tank: blue] [Team: 0] [Points: 51] [Status: winner] [Kills: 7] [Deaths: 3] [Missiles Fired: 28] [Energy Used:60]
1315337 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 0 (loser)
1315337 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 2 [Tank: purple] [Team: 1] [Points: 0] [Status: loser] [Kills: 1] [Deaths: 1] [Missiles Fired: 2] [Energy Used:160]
1315337 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -26 (loser)
1315337 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 2 [Tank: yellow] [Team: 0] [Points: -26] [Status: loser] [Kills: 1] [Deaths: 6] [Missiles Fired: 0] [Energy Used:0]
1315337 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: 14 (loser)
1315338 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 2 [Tank: green] [Team: 1] [Points: 14] [Status: loser] [Kills: 1] [Deaths: 0] [Missiles Fired: 9] [Energy Used:20]
1321262 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - blue: 50 (winner)
1321263 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 1 [Tank: blue] [Team: 0] [Points: 50] [Status: winner] [Kills: 6] [Deaths: 2] [Missiles Fired: 33] [Energy Used:100]
1321263 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - purple: 11 (loser)
1321263 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 1 [Tank: purple] [Team: 1] [Points: 11] [Status: loser] [Kills: 1] [Deaths: 0] [Missiles Fired: 11] [Energy Used:320]
1321263 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - yellow: -14 (loser)
1321263 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 1 [Tank: yellow] [Team: 0] [Points: -14] [Status: loser] [Kills: 1] [Deaths: 4] [Missiles Fired: 0] [Energy Used:160]
1321263 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - green: -10 (loser)
1321263 [main] WARN  edu.umich.soar.gridmap2d.world.WorldUtil  - Run: 1 [Tank: green] [Team: 1] [Points: -10] [Status: loser] [Kills: 0] [Deaths: 2] [Missiles Fired: 0] [Energy Used:200]
